time,temperature,temperature_min (°C),temperature_max (°C)
10/4/2023,27.1,22.7,32
10/5/2023,27.8,23,32.7
10/6/2023,26.9,20.8,33.1
10/7/2023,26.1,20.7,31.3
10/8/2023,26.6,20.8,32
10/9/2023,27,21.9,32.5
10/10/2023,25.9,20.2,31.2
10/11/2023,25.7,21.3,30.7
10/12/2023,25.6,19.6,31
10/13/2023,25.3,19.2,31.4
10/14/2023,25,18.9,31
10/15/2023,24.9,20.4,29.6
10/16/2023,24.5,18.7,30
10/17/2023,25.1,20.5,30.4
10/18/2023,24.7,19.8,30.7
10/19/2023,25.1,18.7,31.3
10/20/2023,25.6,18.4,31.5
10/21/2023,24.9,19.5,30.3
10/22/2023,24.9,18.2,31.2
10/23/2023,25.6,19.2,32
10/24/2023,26,20.1,33
10/25/2023,26.1,20.7,33
10/26/2023,27.9,21,35.7
10/27/2023,27.4,21.8,33.2
10/28/2023,26.7,20.5,33.2
10/29/2023,26.7,21.1,33.9
10/30/2023,26.9,22.4,33.3
10/31/2023,25.9,21,32.5
11/1/2023,25.7,20.2,32.2
11/2/2023,26.1,21.2,32
11/3/2023,25.8,19.7,32.6
11/4/2023,26.9,19.4,33.7
11/5/2023,25.6,19,32.3
11/6/2023,25.8,18.4,33.1
11/7/2023,24.8,17.8,31.9
11/8/2023,23.8,19.4,30.4
11/9/2023,24.1,19.5,30.4
11/10/2023,23.5,18.1,29.3
11/11/2023,24,18.7,29.7
11/12/2023,25.2,20.7,31.6
11/13/2023,24.3,19.3,30.6
11/14/2023,22.8,18.3,27
11/15/2023,21.9,17.3,26.9
11/16/2023,22.4,18.5,27.6
11/17/2023,23,18.3,28.1
11/18/2023,23.2,19.9,27.5
11/19/2023,20.5,16.4,24.6
11/20/2023,17.5,13.6,21.7
11/21/2023,19.1,13.8,24.4
11/22/2023,20.3,15.3,26.3
11/23/2023,20.1,13.5,26.2
11/24/2023,19.7,13.9,26.1
11/25/2023,20.9,15.3,27.4
11/26/2023,19.9,14.7,24.8
11/27/2023,18.4,14.4,22.5
11/28/2023,16.8,12.4,21.1
11/29/2023,18,12.8,24
11/30/2023,18.8,13.1,25.2
12/1/2023,19,13.7,25.4
12/2/2023,19.2,14.2,25.3
12/3/2023,20.4,15.3,26.7
12/4/2023,20.3,15.3,27.3
12/5/2023,18.3,13.4,24.2
12/6/2023,18.6,14,23.9
12/7/2023,17.7,11.7,23.1
12/8/2023,17.2,14.4,22
12/9/2023,16.6,11.3,21.7
12/10/2023,18.4,12.6,24.5
12/11/2023,18.2,12.5,24.8
12/12/2023,16.6,11.3,22.4
12/13/2023,17.6,13.9,21.8
12/14/2023,19,14,24.6
12/15/2023,19.8,14.4,26.1
12/16/2023,19.7,14,26.3
12/17/2023,18.8,12.9,25
12/18/2023,18.7,14.3,24.3
12/19/2023,17.8,13.6,23.4
12/20/2023,16.3,11.6,21.8
12/21/2023,16.3,13.2,20.1
12/22/2023,15.5,10.4,21.1
12/23/2023,16.9,12.4,21.8
12/24/2023,18,14.5,22.2
12/25/2023,18.6,14.4,23.1
12/26/2023,18,12.9,23.7
12/27/2023,17.7,12.5,23.7
12/28/2023,17,14.2,21.1
12/29/2023,17.4,13.3,22.9
12/30/2023,16.5,12.2,22.3
12/31/2023,16.6,12.8,21.2
1/1/2024,15.9,11.2,21
1/2/2024,17,12.5,22.2
1/3/2024,17.1,11.9,22.4
1/4/2024,16.3,11.6,22.5
1/5/2024,16.4,10.4,22.1
1/6/2024,17,11.9,22.7
1/7/2024,17.2,12.2,24.1
1/8/2024,17.5,12.2,23.6
1/9/2024,15.6,9.4,21.8
1/10/2024,14.2,8.9,20.1
1/11/2024,14.7,10.8,19
1/12/2024,14.2,9.6,19.8
1/13/2024,14.8,9.9,20.7
1/14/2024,14.6,10.2,20
1/15/2024,14.6,9.3,19.9
1/16/2024,14.3,9,19.4
1/17/2024,15.6,10,22.4
1/18/2024,17.1,11,22.8
1/19/2024,17.7,12.1,23.6
1/20/2024,18.8,12.4,25.8
1/21/2024,20.1,15.7,26.6
1/22/2024,17.5,12.2,22.7
1/23/2024,15.9,11.5,20.8
1/24/2024,15.5,12,18.5
1/25/2024,14,9.3,19.3
1/26/2024,14.4,9.8,19.8
1/27/2024,14.4,10.3,19.1
1/28/2024,13.7,9.9,17.9
1/29/2024,13.3,8.2,18.2
1/30/2024,11.9,7.8,16.5
1/31/2024,10.9,6.7,16.5
2/1/2024,10.9,5.7,16.4
2/2/2024,12.5,8.4,17.3
2/3/2024,12.6,8,18.6
2/4/2024,13.2,7.8,19
2/5/2024,14.1,8.3,19.4
2/6/2024,16,9.9,22.1
2/7/2024,16.8,10.9,23.1
2/8/2024,16.3,10.6,23
2/9/2024,16.7,11.3,23.1
2/10/2024,17,11,23.3
2/11/2024,17.6,12.3,23.2
2/12/2024,18.2,12.3,24.2
2/13/2024,19.3,16.2,23.9
2/14/2024,16.1,11.8,20.8
2/15/2024,14.7,11.3,19.8
2/16/2024,14.4,10,19.2
2/17/2024,15.4,10.5,20.9
2/18/2024,16.1,10.4,21.4
2/19/2024,15.9,10.8,22.2
2/20/2024,16.4,11.8,21.4
2/21/2024,16.4,11.1,21.9
2/22/2024,16.3,10.3,22.4
2/23/2024,16.4,12.7,20.7
2/24/2024,18.2,13.1,23.8
2/25/2024,17.7,12.7,23.4
2/26/2024,19.1,11.4,26.6
2/27/2024,17.2,11.2,22.4
2/28/2024,17.9,11.5,24.5
2/29/2024,20.3,12.9,28.8
3/1/2024,22.5,14.9,30.6
3/2/2024,20.1,14.4,25.4
3/3/2024,17.6,11.9,23.1
3/4/2024,18.2,13.1,24.1
3/5/2024,19.6,11.6,26.9
3/6/2024,18.6,12.7,23.8
3/7/2024,17.3,11.7,22.6
3/8/2024,18.1,11.9,23.6
3/9/2024,18.4,12.4,23.9
3/10/2024,17.7,11.4,24.1
3/11/2024,17.7,11.2,24.4
3/12/2024,19.5,10.6,28.3
3/13/2024,19.8,11.8,27.9
3/14/2024,18.9,12.6,25.8
3/15/2024,18.9,12.7,24.8
3/16/2024,19.2,13.8,24
3/17/2024,19.3,14.7,25.6
3/18/2024,16.5,13.9,21.8
3/19/2024,16.6,10.8,22.5
3/20/2024,19.5,13.1,26.2
3/21/2024,20.5,14.8,28.9
3/22/2024,16.9,11.2,23.5
3/23/2024,17,11.5,23.1
3/24/2024,15.9,12.2,20.3
3/25/2024,16.6,9.8,22.8
3/26/2024,20.8,13.8,27.7
3/27/2024,24.7,16.2,32.3
3/28/2024,26.4,18.9,33.2
3/29/2024,22.5,16.7,28.3
3/30/2024,22.8,15.8,30.8
3/31/2024,25.2,17.2,33.3
4/1/2024,25.4,18.6,33.8
4/2/2024,24.8,16.9,33.7
4/3/2024,24.6,15.9,33
4/4/2024,24.9,15.8,33.2
4/5/2024,22.8,15.2,31.4
4/6/2024,21,15.1,28.6
4/7/2024,21.3,16.2,28.1
4/8/2024,20.2,14.7,27.2
4/9/2024,19.7,14.1,25.6
4/10/2024,20.4,14.1,26.3
4/11/2024,22,14.9,29.2
4/12/2024,22.6,15.7,29.4
4/13/2024,22.8,16.3,30.5
4/14/2024,23.2,16.7,31.2
4/15/2024,23.7,17.3,31.6
4/16/2024,24.6,16.5,31.7
4/17/2024,29.1,19.2,37.4
4/18/2024,26.1,20.2,31.4
4/19/2024,24.1,17.9,30.8
4/20/2024,25,16.9,33.9
4/21/2024,23.2,16.9,30.3
4/22/2024,25.8,17.9,34.5
4/23/2024,29.6,21.1,38.9
4/24/2024,33.4,22.4,41.9
4/25/2024,29.9,24.5,36.6
4/26/2024,25,19.3,32.3
4/27/2024,23.1,16.2,31.3
4/28/2024,23.7,16.5,32.9
4/29/2024,23.1,16,31.5
4/30/2024,23.3,17,31.4
5/1/2024,24.8,18,32.9
5/2/2024,24.8,17.7,32.9
5/3/2024,26.8,20.4,33.7
5/4/2024,24.6,17.3,32.3
5/5/2024,22.9,17.8,27.9
5/6/2024,22.2,16.9,28.2
5/7/2024,22.3,15.5,29
5/8/2024,24,16.5,31.2
5/9/2024,27.4,17.2,36.8
5/10/2024,30.5,25.8,35.5
5/11/2024,26.2,19.7,31.7
5/12/2024,24.3,19.3,30.1
5/13/2024,22.7,16.4,29.7
5/14/2024,23.5,16.5,31
5/15/2024,24.2,16.3,32.1
5/16/2024,26.3,18,34.8
5/17/2024,29.1,20.3,37
5/18/2024,32.7,23.1,41.8
5/19/2024,32.8,23.9,41.2
5/20/2024,34.7,25.4,43.2
5/21/2024,33,23.8,41.3
5/22/2024,33.3,24.6,41.1
5/23/2024,33.3,26.1,40.5
5/24/2024,27.2,20.7,34.5
5/25/2024,26.8,19.6,33.6
5/26/2024,29.5,20.4,37
5/27/2024,30.7,25.1,35.3
5/28/2024,26.2,19.6,33
5/29/2024,26.1,19.6,32.4
5/30/2024,26.4,19.5,33.2
5/31/2024,28.6,20.4,36.1
6/1/2024,32,24.3,39.1
6/2/2024,31.4,25.2,38.6
6/3/2024,30.1,21,39.7
6/4/2024,31.2,21.4,40.9
6/5/2024,32.7,22.5,42.2
6/6/2024,34.2,23.8,43.9
6/7/2024,34.7,24.5,44.1
6/8/2024,32.5,24.6,40.8
6/9/2024,29.8,21.9,37.8
6/10/2024,30.6,22.3,38.7
6/11/2024,31.3,22.8,38.6
6/12/2024,32,22.6,40
6/13/2024,33.8,23.9,42.9
6/14/2024,36,25.5,45.4
6/15/2024,35.7,26.3,45.4
6/16/2024,33,24.6,41.2
6/17/2024,30.9,23.3,38.4
6/18/2024,31,23.5,39.3
6/19/2024,31.6,23.3,39.6
6/20/2024,32.4,24,40.2
6/21/2024,33,25.9,39.8
6/22/2024,32.7,25.2,39.1
6/23/2024,33.8,25.4,41.5
6/24/2024,35.4,27.2,42.6
6/25/2024,33.7,26.3,41.3
6/26/2024,31.8,23.3,39.9
6/27/2024,32.6,23.2,41.9
6/28/2024,33.5,24,42.8
6/29/2024,31,24.7,38.1
6/30/2024,30.7,24.5,36.8
7/1/2024,31.6,24.4,39.7
7/2/2024,30.8,23.2,38.4
7/3/2024,31.6,23.2,39
7/4/2024,34.8,25.8,42.4
7/5/2024,32.7,25.7,40.7
7/6/2024,30.9,25.3,37.6
7/7/2024,31.3,24,39.3
7/8/2024,31.7,24.1,39.5
7/9/2024,32.8,24.8,40.6
7/10/2024,33.8,26.1,40.7
7/11/2024,36,28.2,43.3
7/12/2024,36.2,29,43.3
7/13/2024,33.3,26,40
7/14/2024,32.2,25.4,38.4
7/15/2024,32.2,24.9,38.8
7/16/2024,32.2,24.2,38.7
7/17/2024,32.4,24.6,39.7
7/18/2024,32.6,24.9,40.2
7/19/2024,32.7,24.2,40.4
7/20/2024,33.7,25.5,41.1
7/21/2024,34.7,26.5,42.4
7/22/2024,34.7,26.4,42.3
7/23/2024,33.8,26.2,40.8
7/24/2024,33.1,25.1,40.6
7/25/2024,35.5,27.4,42.9
7/26/2024,32.3,26.3,39.4
7/27/2024,31.8,25.2,39
7/28/2024,32.4,25,39.4
7/29/2024,32.6,25.5,39.7
7/30/2024,31.6,24.2,38.7
7/31/2024,32.9,25.6,39.9
8/1/2024,33,26.1,39.6
8/2/2024,32.3,25,39.8
8/3/2024,32.3,25.8,38.5
8/4/2024,31.9,25.1,38.5
8/5/2024,31.7,24,39.1
8/6/2024,32.2,24.6,39.7
8/7/2024,32.9,25.4,40.6
8/8/2024,32.8,25,40.3
8/9/2024,32.9,25.2,40.4
8/10/2024,33.3,26.1,40.3
8/11/2024,32.7,25,40.8
8/12/2024,31.6,24.2,39.9
8/13/2024,32.1,25.6,38.2
8/14/2024,32.1,24.8,39.6
8/15/2024,32.1,24.2,40.8
8/16/2024,31.8,23.6,39.5
8/17/2024,32.6,25.6,40.5
8/18/2024,31.8,24.6,39
8/19/2024,32,24.3,39.2
8/20/2024,31.7,23.7,40
8/21/2024,32.7,23.7,41.1
8/22/2024,32.5,25.3,40.2
8/23/2024,32,25.9,38.8
8/24/2024,31.9,25.3,38.7
8/25/2024,32.2,25.6,39
8/26/2024,33.4,26.1,40.3
8/27/2024,33,26.3,39.7
8/28/2024,30.7,25.6,35.5
8/29/2024,31.7,24.7,39.2
8/30/2024,31.7,24.7,38.6
8/31/2024,31.7,24.6,38.5
9/1/2024,31.7,25.7,38
9/2/2024,32.5,26.2,39
9/3/2024,32,25.8,39
9/4/2024,30,24.2,36.3
9/5/2024,30.4,24.7,36.4
9/6/2024,30.4,24.3,37.5
9/7/2024,30.6,24.1,36.7
9/8/2024,31.3,25,37.1
9/9/2024,30.7,24.5,37.1
9/10/2024,31.3,24,37.9
9/11/2024,34.3,26.6,40.8
9/12/2024,34.4,27.9,41.5
9/13/2024,30.8,25.9,38.1
9/14/2024,29.2,22.7,36.6
9/15/2024,30,23.7,37.3
9/16/2024,29.9,24.2,35.4
9/17/2024,29.1,24,34.6
9/18/2024,28.8,22.2,35.3
9/19/2024,30.9,23.4,38.2
9/20/2024,33.7,27.7,41.7
9/21/2024,29.3,24.3,35.2
9/22/2024,27.8,22.8,33.4
9/23/2024,27.2,21.8,33
9/24/2024,27.2,20.5,33.4
9/25/2024,27.3,21.3,34.5
9/26/2024,27.1,20.6,33.9
9/27/2024,27.8,20.5,34.8
9/28/2024,28.1,21,35.1
9/29/2024,27.7,21.1,34.4
9/30/2024,27.3,21.7,33.7
10/1/2024,26.4,21.6,31.4
10/2/2024,26.2,20.7,31.7
10/3/2024,25.9,20.5,31.7
10/4/2024,25.3,19.1,31.6
10/5/2024,25.1,18.5,31.8
10/6/2024,25,18.2,31.5
10/7/2024,26.8,19.3,34.3
10/8/2024,28.2,21.3,34.9
10/9/2024,28.6,21.8,34.8
10/10/2024,26.7,21,33
10/11/2024,26.8,19.8,33.9
10/12/2024,27.6,21.7,33.5
10/13/2024,28.1,21,34.7
10/14/2024,27.8,21.9,34.5
10/15/2024,26.2,20.7,31.4
10/16/2024,25.6,20.1,31.1
10/17/2024,25.4,20.2,30.5
10/18/2024,25.2,19.3,31
10/19/2024,24.5,18.7,29.5
10/20/2024,24.1,19.5,30.2
10/21/2024,24,19.2,30.5
10/22/2024,23,18.3,28.4
10/23/2024,22.7,18.4,28.1
10/24/2024,22.2,17,28.3
10/25/2024,22.3,16.5,30.2
10/26/2024,22.4,16.2,29.6
10/27/2024,23.2,16.4,31
10/28/2024,23.1,16.5,30.7
10/29/2024,22.2,16.2,28.7
10/30/2024,21.3,15.6,26.8
10/31/2024,21.1,15.4,27.1
11/1/2024,21.3,16.8,26.5
11/2/2024,21.6,17,27.1
11/3/2024,22.1,17.3,27.2
11/4/2024,21.3,15.9,26.2
11/5/2024,21.2,16.4,26.9
11/6/2024,21.4,14.9,28.2
11/7/2024,22.9,17.5,29.6
11/8/2024,23.4,20,29.2
11/9/2024,21.7,16.2,27.3
11/10/2024,20.6,16.5,25.3
11/11/2024,20.1,14.3,25.2
11/12/2024,20.8,14.7,26.6
11/13/2024,21.3,16,27.3
11/14/2024,21.3,16.1,27.3
11/15/2024,21.7,17.1,27.1
11/16/2024,21.5,16.1,27.3
11/17/2024,21.3,17,26.9
11/18/2024,19.7,15.4,24.1
11/19/2024,20.3,15.5,25
11/20/2024,20.9,16.3,26.2
11/21/2024,21.3,15.1,26.8
11/22/2024,23,16.9,28.4
11/23/2024,22.1,16.4,28.4
11/24/2024,18.2,15.7,21.9
11/25/2024,16.7,14.6,19.7
11/26/2024,16.1,11.9,20.3
11/27/2024,16.9,12,21
11/28/2024,18,13.8,22.1
11/29/2024,18,12.9,23.2
11/30/2024,18.4,14.1,22.8
12/1/2024,17.6,12.9,22.7
12/2/2024,17.8,13.3,22.8
12/3/2024,17.5,12.3,22.7
12/4/2024,17.9,13.2,22.8
12/5/2024,18.2,13.6,22.8
12/6/2024,18.9,14.3,23.8
12/7/2024,18.7,14.4,23.4
12/8/2024,18.4,14.2,23.8
12/9/2024,18.1,11.6,24.2
12/10/2024,18.7,14.1,24.3
12/11/2024,18.1,13.8,23.4
12/12/2024,18.9,15.4,23.5
12/13/2024,17.8,13.8,22.9
12/14/2024,17.2,12.8,21.9
12/15/2024,16.3,11.5,21.2
12/16/2024,16.5,11.1,21.9
12/17/2024,17.2,11.7,22.6
12/18/2024,17,12.1,22
12/19/2024,16.6,11.7,22.1
12/20/2024,16.6,12.5,21.6
12/21/2024,16.8,12.4,22.1
12/22/2024,16.9,12.2,22
12/23/2024,16.2,12.1,21.2
12/24/2024,15,10.5,19.9
12/25/2024,15.8,11.6,21.2
12/26/2024,13.6,9.3,17.3
12/27/2024,13.2,9.4,17.1
12/28/2024,13.7,9,18.5
12/29/2024,14.5,10.1,19.1
12/30/2024,14.1,10,18.4
12/31/2024,14.4,10,19.5
